make,model,year,driveTrain,cylinders,engineTorque,engineType,interiorColor,exteriorColor,horsepower,mileage,mpgHighway,mpgCity,state,transmission,vehicleSize,types,basePrice,body
Honda,Accord Hybrid,2020,2WD,4,129,Hybrid,Black,Gray,212,8171,47,48,Louisiana,Automatic,Mid-size,"Sedans,Hybrids",35998.0,4D Sedan
Infiniti,QX70,2015,4WD,6,267,Gas,Black,Gray,325,90345,22,16,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",22998.0,4D Sport Utility
Hyundai,Sonata,2015,2WD,4,178,Gas,Brown,Gray,185,89054,35,24,Texas,Automatic,Mid-size,Sedans,18998.0,4D Sedan
GMC,Sierra 1500,2014,2WD,8,,,Tan,White,,82753,,,Texas,Automatic,Full-size,Pickup Trucks,31998.0,4D Crew Cab
Ford,Explorer,2019,2WD,6,255,Gas,Black,Silver,290,44376,24,17,Oklahoma,Automatic,Mid-size,Sport Utilities,33998.0,4D Sport Utility
Chevrolet,Cruze,2019,2WD,4,177,Turbo Gas,Black,Black,153,40978,38,28,Oklahoma,Automatic,Compact,Sedans,17998.0,4D Sedan
Toyota,Sienna,2017,2WD,6,263,Gas,Gray,Silver,296,61169,27,19,Oklahoma,Automatic,Mid-size,Minivans and Vans,25998.0,4D Pass Van
Lexus,GX 460,2017,4WD,8,329,Gas,Gray,White,301,46091,18,15,Oklahoma,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",40998.0,4D Sport Utility
Mercedes-Benz,C300,2016,2WD,4,273,Turbo Gas,Tan,Black,241,43936,34,25,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",26998.0,4D Sedan
Ford,Fusion,2018,4WD,4,270,Turbo Gas,Black,Silver,231,59486,29,20,Texas,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Ford,Fusion,2019,2WD,4,185,Turbo Gas,Gray,Brown,181,37131,34,23,Texas,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Lexus,RC 350,2020,2WD,6,280,Gas,White,White,311,2189,,,Texas,Automatic,Full-size,"Luxury Vehicles,Coupes,Sports Cars",52998.0,2D Coupe
Ram,1500,2013,4WD,8,407,Gas,Black,Black,395,57435,19,14,Texas,Automatic,,Pickup Trucks,36998.0,4D Crew Cab
Toyota,4Runner,2021,4WD,6,,,Black,Silver,,4737,,,Texas,Automatic,Mid-size,Sport Utilities,46998.0,4D Sport Utility
Chevrolet,Corvette,2013,2WD,8,424,Gas,Black,Yellow,430,54371,26,16,Texas,Automatic,Compact,"Coupes,Sports Cars",36998.0,2D Coupe
Mini,Cooper Hardtop,2019,2WD,4,,,Gray,Gray,,19685,,,Oklahoma,Automatic,Compact,Sedans,26998.0,4D Hatchback
Buick,Encore,2019,2WD,4,148,Turbo Gas,Black,White,138,38976,30,25,Oklahoma,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",19998.0,4D Sport Utility
Ford,Fusion,2019,2WD,4,175,Gas,Gray,Silver,175,36324,31,21,Oklahoma,Automatic,Mid-size,Sedans,19998.0,4D Sedan
GMC,Acadia,2020,2WD,6,258,Gas,White,Black,230,4476,27,19,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",46998.0,4D Sport Utility
Ram,1500,2018,2WD,6,269,Gas,Black,Black,305,61078,25,17,Texas,Automatic,,Pickup Trucks,30998.0,4D Extended Cab
Chevrolet,Bolt EV,2021,2WD,2,,,Gray,Gray,,3534,,,Texas,Automatic,,Electric Vehicles,27998.0,4D Hatchback
Lexus,LS 500,2018,2WD,8,442,Turbo Gas,Red,White,416,29565,30,19,Texas,Automatic,,Sedans,63998.0,4D Sedan
Toyota,Tundra,2013,2WD,8,,,Gray,Silver,,84967,,,Texas,Automatic,Full-size,Pickup Trucks,27998.0,4D Extended Cab
Honda,Pilot,2016,2WD,6,262,Gas,Gray,White,280,81165,27,19,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Ford,F250,2017,4WD,8,925,Turbo Diesel,Black,Gold,440,86955,,,Texas,Automatic,Full-size,"Pickup Trucks,Diesel Engines",58998.0,4D Crew Cab
Chevrolet,Silverado 1500,2015,4WD,8,383,Gas,Gray,Black,355,118642,22,16,Texas,Automatic,Full-size,Pickup Trucks,32998.0,4D Crew Cab
Toyota,Corolla,2016,2WD,4,128,Gas,Black,Silver,132,124989,,,Texas,Automatic,Compact,Sedans,14998.0,4D Sedan
Chevrolet,Tahoe,2012,2WD,8,335,Gas,Tan,Brown,320,113468,21,15,Texas,Automatic,Full-size,Sport Utilities,27998.0,4D Sport Utility
Honda,Civic,2012,2WD,4,128,Gas,Gray,Silver,140,115087,39,28,Texas,Automatic,Compact,Sedans,14599.0,4D Sedan
Ford,Mustang,2014,2WD,6,280,Gas,Gray,White,305,95480,29,19,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",17998.0,2D Coupe
Volvo,XC90,2017,4WD,4,295,Turbo Supercharged,White,Black,316,50302,25,20,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",37998.0,4D Sport Utility
Mazda,Mazda6,2020,2WD,4,310,Turbo Gas,White,White,227,6185,,,Texas,Automatic,Mid-size,Sedans,31998.0,4D Sedan
Honda,Odyssey,2019,2WD,6,262,Gas,Gray,Gray,280,10237,28,19,Texas,Automatic,Mid-size,Minivans and Vans,32998.0,4D Pass Ext Van
Ford,Fusion Hybrid,2019,2WD,4,129,Hybrid,Black,Black,188,41730,41,43,Texas,Automatic,Mid-size,"Sedans,Hybrids",22998.0,4D Sedan
Ford,Explorer,2016,2WD,6,255,Gas,Tan,Red,290,43685,24,17,Texas,Automatic,Mid-size,Sport Utilities,29998.0,4D Sport Utility
Chevrolet,Corvette,2016,2WD,8,650,Gas,Black,Blue,650,26354,22,15,Texas,Automatic,Compact,"Coupes,Sports Cars",69998.0,2D Coupe
Ford,F150,2014,4WD,8,380,Gas,Gray,Gray,360,66197,19,14,Texas,Automatic,Full-size,Pickup Trucks,28998.0,4D Extended Cab
BMW,535,2011,2WD,6,300,Gas,Gray,Silver,300,58456,28,19,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",19998.0,4D Sedan
Nissan,Armada,2017,2WD,8,394,Gas,Black,Black,390,49322,19,14,Texas,Automatic,Full-size,Sport Utilities,38998.0,4D Sport Utility
Jeep,Grand Cherokee,2015,2WD,6,260,Gas,Black,Gray,290,90461,25,17,Texas,Automatic,Mid-size,Sport Utilities,22998.0,4D Sport Utility
Toyota,Corolla,2020,2WD,4,126,Gas,Black,Blue,139,27817,38,30,Texas,Automatic,Compact,Sedans,20998.0,4D Sedan
Honda,CR-V,2017,2WD,4,179,Turbo Gas,Gray,Silver,190,21318,34,28,Texas,Automatic,Compact,"Crossovers,Sport Utilities",30998.0,4D Sport Utility
Mercedes-Benz,E350,2016,2WD,6,273,Gas,Black,Black,302,48417,29,20,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",30998.0,4D Sedan
Hyundai,Sonata,2012,2WD,4,184,Gas,Tan,Red,198,34780,35,24,Oklahoma,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Toyota,Camry,2017,2WD,4,170,Gas,Black,White,178,47865,33,24,Texas,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Dodge,Charger,2020,2WD,8,475,Gas,Black,Red,485,11336,,,Texas,Automatic,Full-size,Sedans,44998.0,4D Sedan
Nissan,Armada,2012,4WD,8,,,Black,Black,,90453,,,Texas,Automatic,Full-size,Sport Utilities,27998.0,4D Sport Utility
Nissan,Armada,2015,4WD,8,385,Gas,Black,Black,317,123676,18,12,Texas,Automatic,Full-size,Sport Utilities,26998.0,4D Sport Utility
GMC,Sierra 1500,2018,2WD,8,383,Gas,Gray,White,355,90632,23,16,Texas,Automatic,Full-size,Pickup Trucks,37998.0,4D Crew Cab
Chevrolet,Colorado,2012,4WD,5,242,Gas,Black,Silver,242,75900,21,16,Texas,Automatic,Compact,Pickup Trucks,23998.0,4D Crew Cab
Ford,Transit Connect,2020,2WD,4,,,Black,Gray,,12254,,,Texas,Automatic,Compact,"Diesel Engines,Minivans and Vans",36998.0,4D Pass Van
Nissan,Titan,2018,4WD,8,394,Gas,Gray,Black,390,13299,21,15,Texas,Automatic,Full-size,Pickup Trucks,38998.0,4D Crew Cab
Nissan,Rogue,2015,4WD,4,175,Gas,Black,Black,170,54358,32,25,Texas,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Nissan,Altima,2018,2WD,4,177,Gas,Black,White,179,13434,37,26,Louisiana,Automatic,Mid-size,Sedans,23998.0,4D Sedan
GMC,Sierra 1500,2016,4WD,8,,,Black,Blue,,30699,,,Louisiana,Automatic,Full-size,Pickup Trucks,35998.0,4D Crew Cab
Honda,Accord,2020,2WD,4,192,Turbo Gas,Tan,Gold,192,13467,38,30,Louisiana,Automatic,Mid-size,Sedans,29998.0,4D Sedan
Chevrolet,Traverse,2020,4WD,6,266,Gas,Black,Silver,310,13873,25,17,Texas,Automatic,Mid-size,Sport Utilities,38998.0,4D Sport Utility
Hyundai,Sonata,2017,2WD,4,178,Gas,Gray,Silver,185,104767,35,25,Texas,Automatic,Mid-size,Sedans,16998.0,4D Sedan
Chevrolet,Colorado,2015,4WD,6,269,Gas,Black,White,305,100702,24,17,Texas,Automatic,Compact,Pickup Trucks,28998.0,4D Crew Cab
Ram,1500,2019,2WD,8,410,Gas,Black,Black,395,22567,25,20,Oklahoma,Automatic,,Pickup Trucks,36998.0,4D Extended Cab
Honda,Accord,2019,2WD,4,192,Turbo Gas,Black,Gray,192,20466,35,29,Texas,Automatic,Mid-size,Sedans,27998.0,4D Sedan
Ford,Fusion,2020,2WD,4,175,Gas,Gray,Silver,175,9820,31,21,Texas,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Honda,Civic,2020,2WD,4,,,Red,Red,,6996,,,Texas,Manual 6 Speed,Compact,,45998.0,4D Hatchback
Toyota,4Runner,2021,2WD,6,278,Gas,Black,White,270,6369,,,Texas,Automatic,Mid-size,Sport Utilities,46998.0,4D Sport Utility
Nissan,Sentra,2019,2WD,4,125,Gas,Black,White,124,48104,37,29,Oklahoma,Automatic,Compact,Sedans,18998.0,4D Sedan
Ford,Edge,2019,4WD,4,280,Turbo Gas,Black,Blue,250,38674,28,21,Oklahoma,Automatic,Mid-size,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Nissan,Altima,2018,2WD,4,177,Gas,Black,Gray,179,39598,38,27,Oklahoma,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Jeep,Cherokee,2016,2WD,4,171,Gas,Black,Black,184,50420,31,22,Oklahoma,Automatic,Mid-size,Sport Utilities,19998.0,4D Sport Utility
Ford,Fusion Energi,2017,2WD,4,129,Hybrid,Tan,Black,188,76557,,,Texas,Automatic,Mid-size,"Sedans,Hybrids",16998.0,4D Sedan
Cadillac,CT6,2017,2WD,4,,,Black,White,,11962,,,Texas,Automatic,Full-size,"Luxury Vehicles,Sedans",40998.0,4D Sedan
Honda,Accord,2015,2WD,6,252,Gas,Gray,White,278,105006,34,21,Texas,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Ford,F150,2013,4WD,6,,,Brown,White,,18937,,,Texas,Automatic,Full-size,Pickup Trucks,42998.0,4D Crew Cab
Chevrolet,Malibu,2020,2WD,4,184,Turbo Gas,Black,Black,160,5445,36,29,Texas,Automatic,Mid-size,Sedans,26998.0,4D Sedan
Infiniti,QX80,2015,2WD,8,413,Gas,Tan,Gold,400,118155,20,14,Texas,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Dodge,Durango,2019,4WD,6,260,Gas,Black,Black,293,33798,25,18,Texas,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Ford,Mustang,2019,2WD,8,420,Gas,Black,Blue,460,30642,,,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",33998.0,2D Coupe
Infiniti,QX80,2016,2WD,8,413,Gas,Black,Black,400,69670,20,14,Texas,Automatic,Full-size,Sport Utilities,37998.0,4D Sport Utility
Dodge,Charger,2019,2WD,8,475,Gas,Black,Black,485,16493,24,15,Texas,Automatic,Full-size,Sedans,43998.0,4D Sedan
Dodge,Durango,2020,2WD,8,390,Gas,Black,White,360,14536,22,14,Texas,Automatic,Full-size,Sport Utilities,47998.0,4D Sport Utility
Ford,Explorer,2017,2WD,4,310,Turbo Gas,Black,Black,280,103048,27,19,Texas,Automatic,Mid-size,Sport Utilities,24998.0,4D Sport Utility
GMC,Sierra 2500,2018,4WD,8,910,Turbo Diesel,Black,Black,445,92143,,,Texas,Automatic,Full-size,"Pickup Trucks,Diesel Engines",57998.0,4D Crew Cab
Ford,F150,2012,4WD,8,434,Gas,Black,Black,411,74018,16,11,Texas,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Jeep,Grand Cherokee,2014,2WD,6,420,Turbo Diesel,Black,Red,240,117505,25,17,Texas,Automatic,Mid-size,"Sport Utilities,Diesel Engines",22998.0,4D Sport Utility
Toyota,RAV4,2013,2WD,4,172,Gas,Gray,Black,176,89260,,,Texas,Automatic,Compact,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
GMC,Sierra 1500,2015,2WD,8,,,Black,Red,,51099,,,Texas,Automatic,Full-size,Pickup Trucks,32998.0,4D Extended Cab
BMW,M2,2018,2WD,6,343,Turbo Gas,Black,White,365,25141,26,18,Texas,Automatic,Full-size,"Luxury Vehicles,Coupes,Sports Cars",46998.0,2D Coupe
Jeep,Grand Cherokee,2018,2WD,6,260,Gas,Black,Gray,295,16803,,19,Texas,Automatic,Mid-size,Sport Utilities,38998.0,4D Sport Utility
Ford,Mustang,2017,2WD,6,280,Gas,Black,Blue,300,60295,27,18,Texas,Automatic,Mid-size,"Coupes,Sports Cars",23998.0,2D Coupe
Lexus,ES 350,2017,2WD,6,248,Gas,Black,Black,268,44082,30,21,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",27998.0,4D Sedan
Honda,Pilot,2016,2WD,6,262,Gas,Gray,Blue,280,48745,27,20,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",30998.0,4D Sport Utility
Toyota,Camry,2017,2WD,4,170,Gas,Black,Black,178,48517,33,24,Texas,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Lexus,RX 350,2017,2WD,6,267,Gas,Gray,Blue,295,48117,27,20,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",36998.0,4D Sport Utility
Ford,Explorer,2016,2WD,6,255,Gas,Black,Red,290,51011,24,17,Texas,Automatic,Mid-size,Sport Utilities,26998.0,4D Sport Utility
Infiniti,Q50,2017,4WD,4,258,Turbo Gas,Black,Silver,208,24583,28,22,Texas,Automatic,Full-size,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Chevrolet,Camaro,2018,2WD,8,650,Gas,Black,Red,650,10600,20,14,Texas,Automatic,Mid-size,"Coupes,Sports Cars",63998.0,2D Coupe
Cadillac,ATS,2015,2WD,4,,,Black,Black,,100245,,,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",19998.0,4D Sedan
GMC,Terrain,2011,2WD,4,172,Gas,Black,Blue,182,78551,32,22,Texas,Automatic,Compact,"Crossovers,Sport Utilities",14998.0,4D Sport Utility
Audi,RS3,2019,4WD,5,354,Turbo Gas,Black,White,394,13132,28,19,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans,Sports Cars",60998.0,4D Sedan
Chevrolet,Tahoe,2020,2WD,8,383,Gas,Black,Blue,355,24299,22,15,Texas,Automatic,Full-size,Sport Utilities,45998.0,4D Sport Utility
Nissan,Armada,2017,2WD,8,394,Gas,Black,Black,390,71025,19,14,Texas,Automatic,Full-size,Sport Utilities,30998.0,4D Sport Utility
Ford,F150,2018,4WD,6,440,Turbo Diesel,Black,Gray,250,24587,22,16,Texas,Automatic,Full-size,"Pickup Trucks,Diesel Engines",54998.0,4D Crew Cab
Ford,F150,2014,4WD,8,380,Gas,Tan,Red,360,106196,19,14,Texas,Automatic,Full-size,Pickup Trucks,32998.0,4D Crew Cab
Kia,Soul,2020,2WD,4,132,Gas,Gray,Red,147,11604,33,27,Texas,Automatic,Compact,"Sport Utilities,Wagons",20998.0,4D Wagon
Buick,Encore,2018,2WD,4,148,Turbo Gas,Black,Red,138,7750,33,25,Texas,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",21998.0,4D Sport Utility
Ford,Focus,2018,2WD,4,146,Gas,Black,Black,160,31910,38,26,Texas,Automatic,Compact,Sedans,16998.0,4D Hatchback
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Gray,124,37805,37,29,Texas,Automatic,Compact,Sedans,18998.0,4D Sedan
Fiat,124 Spider,2017,2WD,4,184,Turbo Gas,Black,White,160,11651,35,26,Texas,Automatic,,"Convertibles,Sports Cars",22998.0,2D Convertible
Lincoln,MKC,2016,2WD,4,270,Turbo Gas,Tan,Red,240,52063,29,20,Texas,Automatic,,Sport Utilities,21998.0,4D Sport Utility
Chevrolet,Camaro,2018,2WD,8,455,Gas,Gray,White,455,25218,25,16,Oklahoma,Automatic,Mid-size,"Coupes,Sports Cars",41998.0,2D Coupe
Jeep,Compass,2019,2WD,4,175,Gas,Black,Blue,180,10673,32,23,Oklahoma,Manual 6 Speed,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Mazda,MX-5 Miata,2019,2WD,4,,,Black,Gray,,16805,,,Oklahoma,Manual 6 Speed,Compact,"Convertibles,Sports Cars",27998.0,2D Convertible
Toyota,Sienna,2014,2WD,6,245,Gas,Gray,Silver,266,91988,25,18,Oklahoma,Automatic,Mid-size,Minivans and Vans,20998.0,4D Pass Van
Chevrolet,Equinox,2017,2WD,4,172,Gas,Black,White,182,59761,31,21,Oklahoma,Automatic,Mid-size,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Nissan,Armada,2018,4WD,8,394,Gas,Black,Black,390,59474,18,13,Texas,Automatic,Full-size,Sport Utilities,34998.0,4D Sport Utility
Chevrolet,Tahoe,2015,2WD,8,,,Black,Black,,99349,,,Texas,Automatic,Full-size,Sport Utilities,37998.0,4D Sport Utility
Chevrolet,Silverado 1500,2016,2WD,8,,,Gray,Silver,,61654,,,Texas,Automatic,Full-size,Pickup Trucks,31998.0,4D Crew Cab
Toyota,4Runner,2021,2WD,,278,Gas,,White,270,5739,,,Texas,Automatic,Mid-size,Sport Utilities,49998.0,4D Sport Utility
Ram,1500,2018,4WD,8,410,Gas,Black,Silver,395,27537,23,16,Texas,Automatic,,Pickup Trucks,42998.0,4D Crew Cab
Ford,Mustang,2018,2WD,8,420,Gas,Black,Blue,460,14573,,,Texas,Automatic,Mid-size,"Coupes,Sports Cars",38998.0,2D Coupe
Honda,Accord,2019,2WD,4,273,Turbo Gas,Tan,White,252,47672,34,23,Louisiana,Automatic,Mid-size,Sedans,25998.0,4D Sedan
Mini,Cooper,2015,2WD,4,118,Gas,Black,Red,121,47044,34,27,Louisiana,Automatic,Compact,"Convertibles,Coupes,Sports Cars",20998.0,2D Convertible
Ford,Focus,2017,4WD,4,350,Turbo Gas,Black,White,350,37607,25,19,Texas,Manual 6 Speed,Compact,Sedans,37998.0,4D Hatchback
GMC,Sierra 1500,2020,4WD,8,383,Gas,Black,Red,355,28448,22,19,Texas,Automatic,Full-size,Pickup Trucks,46998.0,4D Crew Cab
Audi,Q5,2019,4WD,4,273,Turbo Gas,Black,Black,248,34724,27,22,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",38998.0,4D Sport Utility
Nissan,Frontier,2019,2WD,4,,,Gray,White,,15535,,,Oklahoma,Automatic,Compact,Pickup Trucks,24998.0,4D Extended Cab
Ford,Flex,2019,2WD,6,254,Gas,Tan,White,287,5326,23,16,Oklahoma,Automatic,Mid-size,Sport Utilities,33998.0,4D Sport Utility
Nissan,Maxima,2018,2WD,6,261,Gas,Black,Black,300,55593,30,21,Oklahoma,Automatic,Mid-size,Sedans,24998.0,4D Sedan
Kia,Soul,2016,2WD,4,118,Gas,Black,White,130,46730,30,24,Oklahoma,Manual 6 Speed,Compact,"Sport Utilities,Wagons",16998.0,4D Wagon
Kia,Sorento,2018,2WD,6,252,Gas,Tan,Gray,290,49197,25,18,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",29998.0,4D Sport Utility
Mercedes-Benz,GLC300,2019,4WD,4,273,Turbo Gas,Tan,Blue,241,29359,27,22,Texas,Automatic,,Sport Utilities,34998.0,4D Sport Utility
Infiniti,QX50,2017,2WD,6,267,Gas,Black,Gray,325,44179,24,17,Texas,Automatic,Mid-size,"Crossovers,Wagons,Sport Utilities",25998.0,4D Sport Utility
Honda,Civic,2020,2WD,4,138,Gas,Black,Blue,158,7332,36,29,Texas,Automatic,Compact,Coupes,26998.0,2D Coupe
Chevrolet,Colorado,2018,2WD,6,275,Gas,Gray,White,308,19287,26,20,Texas,Automatic,Compact,Pickup Trucks,31998.0,4D Crew Cab
Honda,Civic,2016,2WD,4,162,Turbo Gas,Gray,Blue,174,55058,42,31,Texas,Automatic,Compact,Sedans,20998.0,4D Sedan
Chevrolet,Silverado 1500,2017,4WD,8,,,Gray,Silver,,52996,,,Texas,Automatic,Full-size,Pickup Trucks,33998.0,4D Extended Cab
Chevrolet,Colorado,2016,2WD,6,269,Gas,Gray,Black,305,53496,27,20,Texas,Automatic,Compact,Pickup Trucks,29998.0,4D Crew Cab
Buick,Encore,2019,2WD,4,148,Turbo Gas,Black,Gray,138,29907,30,25,Oklahoma,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",20998.0,4D Sport Utility
Chevrolet,Silverado 1500,2018,4WD,8,,,Gray,White,,84872,,,Oklahoma,Automatic,Full-size,Pickup Trucks,28998.0,4D Extended Cab
Ford,F150,2013,2WD,6,,,Gray,Black,,80514,,,Oklahoma,Automatic,Full-size,Pickup Trucks,27998.0,4D Crew Cab
BMW,X5,2020,4WD,6,330,Turbo Gas,Black,White,335,11761,26,20,Oklahoma,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",60998.0,4D Sport Utility
Ford,F150,2018,4WD,6,470,Turbo Gas,Black,White,375,58507,22,16,Texas,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Audi,Q7,2015,4WD,6,295,Supercharged Gas,Brown,Gray,280,59610,22,16,Texas,Automatic,Full-size,"Crossovers,Luxury Vehicles,Sport Utilities",30998.0,4D Sport Utility
Chevrolet,Camaro,2017,2WD,8,455,Gas,Black,Gray,455,19920,25,16,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",38998.0,2D Coupe
Ford,F250,2013,4WD,8,800,Turbo Diesel,Tan,Red,400,81001,,,Texas,Automatic,Full-size,"Pickup Trucks,Diesel Engines",48998.0,4D Crew Cab
GMC,Sierra 1500,2014,2WD,8,383,Gas,Gray,Silver,355,124565,23,16,Texas,Automatic,Full-size,Pickup Trucks,28998.0,4D Crew Cab
Dodge,Grand Caravan,2019,2WD,6,260,Gas,Black,White,283,46041,25,17,Texas,Automatic,Full-size,Minivans and Vans,24998.0,4D Pass Van
Ford,F150,2019,4WD,5,510,Turbo Gas,Black,White,450,82343,18,15,Texas,Automatic,Full-size,Pickup Trucks,59998.0,4D Crew Cab
Tesla,Model S,2019,4WD,2,,,Black,Blue,,15620,,,Texas,Automatic,Compact,"Electric Vehicles,Sedans",73998.0,4D Sedan
Ford,F150,2016,4WD,8,387,Gas,Brown,Red,385,66913,21,15,Texas,Automatic,Full-size,Pickup Trucks,47998.0,4D Crew Cab
Chevrolet,Silverado 1500,2017,2WD,8,,,Gray,Silver,,30763,,,Texas,Automatic,Full-size,Pickup Trucks,33998.0,4D Extended Cab
Jeep,Cherokee,2019,2WD,4,171,Gas,White,Gray,180,38621,31,22,Texas,Automatic,Mid-size,Sport Utilities,24998.0,4D Sport Utility
Mazda,Mazda6,2020,2WD,4,310,Turbo Gas,Tan,White,227,11882,,,Texas,Automatic,Mid-size,Sedans,28998.0,4D Sedan
Ford,Edge,2015,2WD,4,275,Turbo Gas,Black,Black,245,53138,30,20,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Lexus,ES 350,2017,2WD,6,248,Gas,Black,Red,268,39475,30,21,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Hyundai,Veloster,2021,2WD,4,,,Black,Red,,9654,,,Texas,Automatic,Compact,,27998.0,3D Hatchback
Toyota,RAV4,2017,2WD,4,172,Gas,Gray,Silver,176,31118,30,23,Texas,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Hyundai,Santa Fe,2020,2WD,4,178,Gas,Gray,Tan,185,29677,,,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Ford,Escape,2017,2WD,4,177,Turbo Gas,Gray,Gray,179,43463,30,23,Texas,Automatic,Compact,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Hyundai,Sonata,2018,2WD,4,178,Gas,Gray,Red,185,26530,36,25,Texas,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Dodge,Durango,2013,2WD,6,260,Gas,Black,Red,290,81060,23,16,Texas,Automatic,Full-size,Sport Utilities,20998.0,4D Sport Utility
Nissan,Rogue,2016,2WD,4,,,Black,White,,126439,,,Texas,Automatic,Compact,Sport Utilities,14599.0,4D Sport Utility
Ford,Expedition EL,2012,2WD,8,,,Brown,Blue,,123671,,,Texas,Automatic,Full-size,Sport Utilities,22998.0,4D Sport Utility
Lexus,RX 350,2018,4WD,6,267,Gas,Black,White,295,50769,26,19,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",40998.0,4D Sport Utility
Toyota,Camry,2019,2WD,4,186,Gas,Black,Blue,206,31665,39,28,Texas,Automatic,Mid-size,Sedans,29998.0,4D Sedan
Jeep,Grand Cherokee,2018,2WD,6,260,Gas,Black,Silver,293,41121,26,19,Texas,Automatic,Mid-size,Sport Utilities,31998.0,4D Sport Utility
Ram,1500 Classic,2020,2WD,8,410,Gas,Black,White,395,9313,25,17,Texas,Automatic,,Pickup Trucks,30998.0,2D Regular Cab
Chevrolet,Traverse,2019,2WD,4,295,Turbo Gas,Black,Black,257,38815,27,18,Texas,Automatic,Mid-size,Sport Utilities,37998.0,4D Sport Utility
Nissan,Armada,2017,2WD,8,394,Gas,Tan,Blue,390,62889,19,14,Texas,Automatic,Full-size,Sport Utilities,39998.0,4D Sport Utility
Dodge,Journey,2020,2WD,4,166,Gas,Black,Gray,173,3861,,,Texas,Automatic,Mid-size,Sport Utilities,26998.0,4D Sport Utility
Ford,Expedition,2013,2WD,8,365,Gas,White,Green,310,69182,20,14,Texas,Automatic,Full-size,Sport Utilities,27998.0,4D Sport Utility
Hyundai,Veloster,2013,2WD,4,195,Turbo Gas,Black,Silver,201,80534,31,24,Texas,Automatic,Compact,,16998.0,3D Hatchback
Cadillac,CTS,2019,2WD,6,430,Turbo Gas,Black,Black,420,2829,24,16,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",57998.0,4D Sedan
Nissan,Murano,2017,2WD,6,240,Gas,Gray,Black,260,76243,28,21,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities,Wagons",21998.0,4D Sport Utility
Mazda,MX-5 Miata,2018,2WD,4,,,Black,Gray,,5836,,,Texas,Automatic,Compact,"Convertibles,Sports Cars",28998.0,2D Convertible
Ford,Edge,2016,2WD,6,,,Black,Silver,,50027,,,Texas,Automatic,Mid-size,Sport Utilities,22998.0,4D Sport Utility
